date,avgprice
2015-05-31,1.03
2015-05-24,0.98
2015-05-17,0.95
2015-05-10,0.98
2015-05-03,0.94
2015-04-26,0.88
2015-04-19,0.82
2015-04-12,0.76
2015-04-05,0.81
2015-03-29,0.84
2015-03-22,0.9
2015-03-15,1.07
2015-03-08,1.01
2015-03-01,1.05
2015-02-22,1.16
2015-02-15,1.12
2015-02-08,1.01
2015-02-01,0.94
2015-01-25,1.06
2015-01-18,1.06
2015-01-11,0.93
2015-01-04,0.8
2015-12-27,0.8
2015-12-20,0.85
2015-12-13,0.74
2015-12-06,0.66
2015-11-29,0.83
2015-11-22,0.81
2015-11-15,0.74
2015-11-08,0.84
2015-11-01,0.89
2015-10-25,0.95
2015-10-18,0.89
2015-10-11,0.92
2015-10-04,0.98
2015-09-27,0.9
2015-09-20,0.99
2015-09-13,0.98
2015-09-06,0.92
2015-08-30,0.9
2015-08-23,1.03
2015-08-16,0.93
2015-08-09,0.94
2015-08-02,1.0
2015-07-26,0.95
2015-07-19,1.02
2015-07-12,1.03
2015-07-05,0.96
2015-06-28,0.94
2015-06-21,0.91
2015-06-14,0.79
2015-06-07,0.84
2015-05-31,0.85
2015-05-24,0.97
2015-05-17,0.98
2015-05-10,0.78
2015-05-03,0.78
2015-04-26,1.02
2015-04-19,0.93
2015-04-12,0.93
2015-04-05,1.01
2015-03-29,1.0
2015-03-22,1.01
2015-03-15,0.94
2015-03-08,0.86
2015-03-01,0.75
2015-02-22,0.83
2015-02-15,0.83
2015-02-08,0.9
2015-02-01,0.74
2015-01-25,0.96
2015-01-18,0.89
2015-01-11,0.85
2015-01-04,0.85
2015-12-27,1.04
2015-12-20,1.05
2015-12-13,0.91
2015-12-06,0.83
2015-11-29,0.97
2015-11-22,1.01
2015-11-15,1.04
2015-11-08,0.93
2015-11-01,0.89
2015-10-25,1.06
2015-10-18,1.03
2015-10-11,1.03
2015-10-04,1.11
2015-09-27,1.18
2015-09-20,1.05
2015-09-13,0.98
2015-09-06,0.98
2015-08-30,1.13
2015-08-23,1.15
2015-08-16,1.09
2015-08-09,1.08
2015-08-02,0.93
2015-07-26,0.88
2015-07-19,1.08
2015-07-12,1.13
2015-07-05,1.15
2015-06-28,1.15
2015-06-21,1.17
2015-06-14,1.07
2015-06-07,1.01
2015-05-31,1.0
2015-05-24,1.05
2015-05-17,1.2
2015-05-10,1.1
2015-05-03,1.03
2015-04-26,1.21
2015-04-19,1.01
2015-04-12,0.97
2015-04-05,1.08
2015-03-29,1.0
2015-03-22,0.99
2015-03-15,1.21
2015-03-08,1.18
2015-03-01,1.02
2015-02-22,1.01
2015-02-15,1.13
2015-02-08,1.0
2015-02-01,0.9
2015-01-25,1.02
2015-01-18,1.06
2015-01-11,1.05
2015-01-04,0.92
2015-12-27,0.99
2015-12-20,1.21
2015-12-13,0.97
2015-12-06,1.25
2015-11-29,0.98
2015-11-22,0.98
2015-11-15,1.22
2015-11-08,1.22
2015-11-01,0.98
2015-10-25,1.25
2015-10-18,1.24
2015-10-11,1.0
2015-10-04,0.99
2015-09-27,1.31
2015-09-20,0.98
2015-09-13,1.26
2015-09-06,0.98
2015-08-30,1.24
2015-08-23,1.24
2015-08-16,1.24
2015-08-09,0.97
2015-08-02,1.22
2015-07-26,1.24
2015-07-19,0.96
2015-07-12,1.24
2015-07-05,0.98
2015-06-28,1.21
2015-06-21,0.96
2015-06-14,1.26
2015-06-07,0.99
2015-05-31,1.27
2015-05-24,1.01
2015-05-17,1.24
2015-05-10,1.28
2015-05-03,0.98
2015-04-26,1.25
2015-04-19,1.23
2015-04-12,1.0
2015-04-05,1.11
2015-03-29,1.25
2015-03-22,0.97
2015-03-15,1.33
2015-03-08,1.3
2015-03-01,1.01
2015-02-22,1.24
2015-02-15,1.29
2015-02-08,1.25
2015-02-01,0.95
2015-01-25,1.27
2015-01-18,1.3
2015-01-11,1.28
2015-01-04,0.97
2015-12-27,1.05
2015-12-20,1.05
2015-12-13,1.03
2015-12-06,1.0
2015-11-29,1.05
2015-11-22,1.06
2015-11-15,1.02
2015-11-08,1.04
2015-11-01,1.08
2015-10-25,1.13
2015-10-18,1.05
2015-10-11,1.13
2015-10-04,1.18
2015-09-27,1.11
2015-09-20,1.13
2015-09-13,1.09
2015-09-06,1.08
2015-08-30,1.18
2015-08-23,1.12
2015-08-16,1.14
2015-08-09,1.15
2015-08-02,1.14
2015-07-26,1.15
2015-07-19,1.14
2015-07-12,1.13
2015-07-05,1.13
2015-06-28,1.14
2015-06-21,1.13
2015-06-14,1.09
2015-06-07,1.14
2015-05-31,1.14
2015-05-24,1.14
2015-05-17,1.18
2015-05-10,1.17
2015-05-03,1.07
2015-04-26,1.2
2015-04-19,1.18
2015-04-12,1.13
2015-04-05,1.19
2015-03-29,1.18
2015-03-22,1.11
2015-03-15,1.19
2015-03-08,1.21
2015-03-01,1.14
2015-02-22,1.1
2015-02-15,1.17
2015-02-08,1.06
2015-02-01,0.99
2015-01-25,1.15
2015-01-18,1.19
2015-01-11,1.17
2015-01-04,1.1
2015-12-27,0.96
2015-12-20,0.99
2015-12-13,0.91
2015-12-06,1.0
2015-11-29,0.95
2015-11-22,0.96
2015-11-15,1.04
2015-11-08,1.03
2015-11-01,0.94
2015-10-25,0.91
2015-10-18,0.91
2015-10-11,0.96
2015-10-04,0.96
2015-09-27,1.04
2015-09-20,0.95
2015-09-13,1.05
2015-09-06,0.97
2015-08-30,1.09
2015-08-23,0.97
2015-08-16,0.96
2015-08-09,0.98
2015-08-02,1.08
2015-07-26,1.07
2015-07-19,0.98
2015-07-12,1.09
2015-07-05,0.97
2015-06-28,1.06
2015-06-21,0.96
2015-06-14,1.03
2015-06-07,0.96
2015-05-31,1.04
2015-05-24,0.98
2015-05-17,1.07
2015-05-10,1.07
2015-05-03,0.98
2015-04-26,1.08
2015-04-19,1.11
2015-04-12,1.0
2015-04-05,1.06
2015-03-29,1.07
2015-03-22,1.01
2015-03-15,1.08
2015-03-08,1.08
2015-03-01,0.99
2015-02-22,1.05
2015-02-15,1.03
2015-02-08,0.94
2015-02-01,0.94
2015-01-25,1.07
2015-01-18,1.08
2015-01-11,1.07
2015-01-04,1.0
2015-12-27,0.91
2015-12-20,0.92
2015-12-13,0.86
2015-12-06,0.94
2015-11-29,0.9
2015-11-22,0.94
2015-11-15,0.98
2015-11-08,0.96
2015-11-01,0.97
2015-10-25,1.01
2015-10-18,1.02
2015-10-11,1.0
2015-10-04,1.0
2015-09-27,1.06
2015-09-20,1.0
2015-09-13,1.02
2015-09-06,0.99
2015-08-30,1.03
2015-08-23,1.04
2015-08-16,1.04
2015-08-09,1.0
2015-08-02,1.04
2015-07-26,1.03
2015-07-19,0.98
2015-07-12,1.05
2015-07-05,1.01
2015-06-28,1.03
2015-06-21,0.93
2015-06-14,1.02
2015-06-07,0.99
2015-05-31,1.04
2015-05-24,1.03
2015-05-17,0.96
2015-05-10,1.05
2015-05-03,0.93
2015-04-26,0.96
2015-04-19,0.93
2015-04-12,0.97
2015-04-05,0.99
2015-03-29,0.97
2015-03-22,0.9
2015-03-15,1.09
2015-03-08,1.06
2015-03-01,1.08
2015-02-22,0.92
2015-02-15,1.02
2015-02-08,0.93
2015-02-01,0.81
2015-01-25,0.94
2015-01-18,1.03
2015-01-11,0.97
2015-01-04,0.94
2015-12-27,1.17
2015-12-20,1.23
2015-12-13,1.12
2015-12-06,1.2
2015-11-29,1.16
2015-11-22,1.14
2015-11-15,1.04
2015-11-08,1.13
2015-11-01,1.06
2015-10-25,1.23
2015-10-18,0.97
2015-10-11,1.28
2015-10-04,1.26
2015-09-27,1.16
2015-09-20,1.18
2015-09-13,1.16
2015-09-06,1.22
2015-08-30,1.22
2015-08-23,1.1
2015-08-16,1.14
2015-08-09,1.1
2015-08-02,1.14
2015-07-26,1.28
2015-07-19,1.37
2015-07-12,1.27
2015-07-05,1.18
2015-06-28,1.36
2015-06-21,1.28
2015-06-14,1.32
2015-06-07,1.32
2015-05-31,1.43
2015-05-24,1.37
2015-05-17,1.43
2015-05-10,1.22
2015-05-03,1.32
2015-04-26,1.44
2015-04-19,1.42
2015-04-12,1.43
2015-04-05,1.41
2015-03-29,1.36
2015-03-22,1.33
2015-03-15,1.45
2015-03-08,1.36
2015-03-01,1.18
2015-02-22,1.33
2015-02-15,1.36
2015-02-08,1.11
2015-02-01,1.36
2015-01-25,1.36
2015-01-18,1.37
2015-01-11,1.34
2015-01-04,1.09
2015-12-27,1.2
2015-12-20,1.2
2015-12-13,1.09
2015-12-06,1.14
2015-11-29,1.22
2015-11-22,1.16
2015-11-15,1.09
2015-11-08,1.1
2015-11-01,1.09
2015-10-25,1.15
2015-10-18,0.99
2015-10-11,1.23
2015-10-04,1.21
2015-09-27,1.13
2015-09-20,1.21
2015-09-13,1.14
2015-09-06,1.18
2015-08-30,1.2
2015-08-23,1.13
2015-08-16,1.17
2015-08-09,1.1
2015-08-02,1.19
2015-07-26,1.28
2015-07-19,1.27
2015-07-12,1.2
2015-07-05,1.24
2015-06-28,1.3
2015-06-21,1.27
2015-06-14,1.2
2015-06-07,1.27
2015-05-31,1.34
2015-05-24,1.26
2015-05-17,1.33
2015-05-10,1.21
2015-05-03,1.24
2015-04-26,1.36
2015-04-19,1.31
2015-04-12,1.33
2015-04-05,1.34
2015-03-29,1.26
2015-03-22,1.22
2015-03-15,1.34
2015-03-08,1.27
2015-03-01,1.15
2015-02-22,1.29
2015-02-15,1.29
2015-02-08,1.09
2015-02-01,1.23
2015-01-25,1.27
2015-01-18,1.32
2015-01-11,1.28
2015-01-04,1.09
2015-12-27,1.21
2015-12-20,1.17
2015-12-13,0.95
2015-12-06,1.11
2015-11-29,1.25
2015-11-22,1.08
2015-11-15,1.07
2015-11-08,0.96
2015-11-01,1.07
2015-10-25,1.08
2015-10-18,1.0
2015-10-11,1.19
2015-10-04,1.12
2015-09-27,0.98
2015-09-20,1.17
2015-09-13,1.09
2015-09-06,1.01
2015-08-30,1.13
2015-08-23,1.18
2015-08-16,1.23
2015-08-09,1.03
2015-08-02,1.25
2015-07-26,1.25
2015-07-19,1.03
2015-07-12,1.1
2015-07-05,1.15
2015-06-28,1.14
2015-06-21,1.18
2015-06-14,1.04
2015-06-07,1.17
2015-05-31,1.2
2015-05-24,1.04
2015-05-17,1.15
2015-05-10,1.05
2015-05-03,1.16
2015-04-26,1.24
2015-04-19,1.13
2015-04-12,1.16
2015-04-05,1.19
2015-03-29,1.07
2015-03-22,1.19
2015-03-15,1.15
2015-03-08,1.09
2015-03-01,1.05
2015-02-22,1.13
2015-02-15,1.11
2015-02-08,1.03
2015-02-01,1.06
2015-01-25,1.06
2015-01-18,1.12
2015-01-11,1.06
2015-01-04,1.05
2015-12-27,0.99
2015-12-20,1.21
2015-12-13,0.96
2015-12-06,1.2
2015-11-29,0.96
2015-11-22,0.98
2015-11-15,1.24
2015-11-08,1.24
2015-11-01,0.97
2015-10-25,1.25
2015-10-18,1.24
2015-10-11,1.0
2015-10-04,1.0
2015-09-27,1.28
2015-09-20,0.99
2015-09-13,1.23
2015-09-06,0.99
2015-08-30,1.25
2015-08-23,1.21
2015-08-16,1.23
2015-08-09,0.99
2015-08-02,1.24
2015-07-26,1.22
2015-07-19,0.98
2015-07-12,1.22
2015-07-05,0.97
2015-06-28,1.15
2015-06-21,0.96
2015-06-14,1.22
2015-06-07,0.98
2015-05-31,1.26
2015-05-24,1.0
2015-05-17,1.23
2015-05-10,1.23
2015-05-03,0.98
2015-04-26,1.23
2015-04-19,1.23
2015-04-12,0.99
2015-04-05,1.1
2015-03-29,1.25
2015-03-22,0.98
2015-03-15,1.27
2015-03-08,1.27
2015-03-01,1.0
2015-02-22,1.18
2015-02-15,1.26
2015-02-08,1.23
2015-02-01,0.95
2015-01-25,1.28
2015-01-18,1.33
2015-01-11,1.29
2015-01-04,1.0
2015-12-27,1.25
2015-12-20,1.33
2015-12-13,1.18
2015-12-06,1.18
2015-11-29,1.23
2015-11-22,1.23
2015-11-15,1.17
2015-11-08,1.27
2015-11-01,1.13
2015-10-25,1.19
2015-10-18,1.06
2015-10-11,1.26
2015-10-04,1.28
2015-09-27,1.25
2015-09-20,1.25
2015-09-13,1.19
2015-09-06,1.25
2015-08-30,1.26
2015-08-23,1.09
2015-08-16,1.2
2015-08-09,1.19
2015-08-02,1.21
2015-07-26,1.36
2015-07-19,1.39
2015-07-12,1.38
2015-07-05,1.25
2015-06-28,1.38
2015-06-21,1.33
2015-06-14,1.32
2015-06-07,1.35
2015-05-31,1.43
2015-05-24,1.4
2015-05-17,1.44
2015-05-10,1.32
2015-05-03,1.22
2015-04-26,1.46
2015-04-19,1.43
2015-04-12,1.44
2015-04-05,1.43
2015-03-29,1.39
2015-03-22,1.18
2015-03-15,1.44
2015-03-08,1.4
2015-03-01,1.24
2015-02-22,1.36
2015-02-15,1.34
2015-02-08,1.09
2015-02-01,1.14
2015-01-25,1.36
2015-01-18,1.4
2015-01-11,1.38
2015-01-04,1.1
2015-12-27,0.49
2015-12-20,0.53
2015-12-13,0.66
2015-12-06,0.56
2015-11-29,0.75
2015-11-22,0.77
2015-11-15,0.62
2015-11-08,0.6
2015-11-01,0.71
2015-10-25,0.83
2015-10-18,0.65
2015-10-11,0.89
2015-10-04,0.89
2015-09-27,0.91
2015-09-20,0.71
2015-09-13,0.71
2015-09-06,0.58
2015-08-30,0.74
2015-08-23,0.78
2015-08-16,0.66
2015-08-09,0.79
2015-08-02,0.78
2015-07-26,0.77
2015-07-19,0.76
2015-07-12,0.7
2015-07-05,0.56
2015-06-28,0.7
2015-06-21,0.54
2015-06-14,0.53
2015-06-07,0.52
2015-05-31,0.56
2015-05-24,0.58
2015-05-17,0.67
2015-05-10,0.67
2015-05-03,0.6
2015-04-26,0.53
2015-04-19,0.51
2015-04-12,0.66
2015-04-05,0.57
2015-03-29,0.57
2015-03-22,0.71
2015-03-15,0.6
2015-03-08,0.72
2015-03-01,0.7
2015-02-22,0.63
2015-02-15,0.6
2015-02-08,0.64
2015-02-01,0.56
2015-01-25,0.61
2015-01-18,0.67
2015-01-11,0.61
2015-01-04,0.65
2015-12-27,1.25
2015-12-20,1.22
2015-12-13,1.19
2015-12-06,1.21
2015-11-29,1.26
2015-11-22,1.3
2015-11-15,1.24
2015-11-08,0.93
2015-11-01,1.16
2015-10-25,1.22
2015-10-18,1.23
2015-10-11,0.96
2015-10-04,0.99
2015-09-27,1.11
2015-09-20,1.19
2015-09-13,1.16
2015-09-06,1.12
2015-08-30,1.37
2015-08-23,1.2
2015-08-16,1.23
2015-08-09,0.96
2015-08-02,1.43
2015-07-26,1.43
2015-07-19,1.44
2015-07-12,1.48
2015-07-05,1.23
2015-06-28,1.2
2015-06-21,1.34
2015-06-14,1.3
2015-06-07,1.33
2015-05-31,1.32
2015-05-24,1.01
2015-05-17,1.41
2015-05-10,1.46
2015-05-03,0.98
2015-04-26,1.44
2015-04-19,1.49
2015-04-12,1.5
2015-04-05,1.29
2015-03-29,1.25
2015-03-22,1.23
2015-03-15,1.23
2015-03-08,0.95
2015-03-01,1.25
2015-02-22,1.26
2015-02-15,1.43
2015-02-08,1.38
2015-02-01,1.25
2015-01-25,1.32
2015-01-18,1.47
2015-01-11,1.54
2015-01-04,1.52
2015-12-27,1.1
2015-12-20,1.13
2015-12-13,1.02
2015-12-06,1.08
2015-11-29,1.11
2015-11-22,1.1
2015-11-15,1.09
2015-11-08,1.12
2015-11-01,1.12
2015-10-25,1.11
2015-10-18,1.12
2015-10-11,1.05
2015-10-04,1.14
2015-09-27,0.99
2015-09-20,1.16
2015-09-13,1.13
2015-09-06,1.12
2015-08-30,1.13
2015-08-23,1.06
2015-08-16,1.08
2015-08-09,1.14
2015-08-02,1.13
2015-07-26,1.04
2015-07-19,1.09
2015-07-12,1.07
2015-07-05,1.06
2015-06-28,1.08
2015-06-21,1.08
2015-06-14,1.06
2015-06-07,1.04
2015-05-31,1.09
2015-05-24,1.03
2015-05-17,1.06
2015-05-10,1.03
2015-05-03,1.01
2015-04-26,1.13
2015-04-19,1.12
2015-04-12,0.97
2015-04-05,1.13
2015-03-29,1.08
2015-03-22,1.09
2015-03-15,1.1
2015-03-08,1.11
2015-03-01,1.09
2015-02-22,1.08
2015-02-15,1.05
2015-02-08,0.98
2015-02-01,0.92
2015-01-25,1.08
2015-01-18,1.02
2015-01-11,1.09
2015-01-04,1.01
2015-12-27,1.01
2015-12-20,0.98
2015-12-13,0.93
2015-12-06,0.73
2015-11-29,1.04
2015-11-22,1.03
2015-11-15,0.9
2015-11-08,1.04
2015-11-01,1.06
2015-10-25,0.91
2015-10-18,1.05
2015-10-11,0.79
2015-10-04,1.13
2015-09-27,0.9
2015-09-20,0.94
2015-09-13,1.0
2015-09-06,1.1
2015-08-30,1.14
2015-08-23,1.08
2015-08-16,1.17
2015-08-09,1.19
2015-08-02,1.14
2015-07-26,1.18
2015-07-19,1.18
2015-07-12,1.02
2015-07-05,1.19
2015-06-28,1.16
2015-06-21,1.08
2015-06-14,1.08
2015-06-07,1.16
2015-05-31,1.01
2015-05-24,1.01
2015-05-17,1.06
2015-05-10,0.91
2015-05-03,0.95
2015-04-26,0.95
2015-04-19,0.99
2015-04-12,1.16
2015-04-05,1.22
2015-03-29,1.2
2015-03-22,1.1
2015-03-15,1.21
2015-03-08,1.17
2015-03-01,0.94
2015-02-22,1.11
2015-02-15,1.23
2015-02-08,1.08
2015-02-01,0.98
2015-01-25,1.09
2015-01-18,1.11
2015-01-11,1.05
2015-01-04,0.97
2015-12-27,0.96
2015-12-20,0.98
2015-12-13,0.98
2015-12-06,0.97
2015-11-29,0.98
2015-11-22,1.02
2015-11-15,1.0
2015-11-08,1.07
2015-11-01,1.12
2015-10-25,1.22
2015-10-18,1.23
2015-10-11,1.17
2015-10-04,1.29
2015-09-27,1.12
2015-09-20,1.22
2015-09-13,1.16
2015-09-06,1.04
2015-08-30,1.16
2015-08-23,1.13
2015-08-16,1.23
2015-08-09,1.23
2015-08-02,1.22
2015-07-26,1.2
2015-07-19,1.2
2015-07-12,1.19
2015-07-05,1.16
2015-06-28,1.17
2015-06-21,1.17
2015-06-14,1.11
2015-06-07,1.14
2015-05-31,1.16
2015-05-24,1.21
2015-05-17,1.16
2015-05-10,1.11
2015-05-03,1.01
2015-04-26,1.16
2015-04-19,1.13
2015-04-12,1.1
2015-04-05,1.12
2015-03-29,1.23
2015-03-22,1.19
2015-03-15,1.18
2015-03-08,1.24
2015-03-01,1.2
2015-02-22,1.11
2015-02-15,1.21
2015-02-08,1.14
2015-02-01,0.99
2015-01-25,1.16
2015-01-18,1.22
2015-01-11,1.24
2015-01-04,1.2
2015-12-27,0.98
2015-12-20,0.99
2015-12-13,0.98
2015-12-06,0.98
2015-11-29,0.99
2015-11-22,1.01
2015-11-15,0.94
2015-11-08,0.95
2015-11-01,1.0
2015-10-25,1.02
2015-10-18,1.0
2015-10-11,1.01
2015-10-04,1.04
2015-09-27,0.97
2015-09-20,1.04
2015-09-13,1.01
2015-09-06,0.98
2015-08-30,1.06
2015-08-23,1.04
2015-08-16,1.05
2015-08-09,1.06
2015-08-02,1.05
2015-07-26,1.03
2015-07-19,1.02
2015-07-12,1.02
2015-07-05,1.01
2015-06-28,1.0
2015-06-21,1.01
2015-06-14,0.98
2015-06-07,1.02
2015-05-31,1.02
2015-05-24,1.03
2015-05-17,1.04
2015-05-10,1.06
2015-05-03,0.99
2015-04-26,1.11
2015-04-19,1.1
2015-04-12,1.11
2015-04-05,1.14
2015-03-29,1.15
2015-03-22,1.12
2015-03-15,1.16
2015-03-08,1.19
2015-03-01,1.13
2015-02-22,1.1
2015-02-15,1.13
2015-02-08,1.06
2015-02-01,0.97
2015-01-25,1.17
2015-01-18,1.18
2015-01-11,1.15
2015-01-04,1.13
2015-12-27,0.96
2015-12-20,1.0
2015-12-13,1.01
2015-12-06,1.01
2015-11-29,1.03
2015-11-22,1.0
2015-11-15,1.0
2015-11-08,1.01
2015-11-01,1.0
2015-10-25,0.99
2015-10-18,0.98
2015-10-11,1.01
2015-10-04,1.04
2015-09-27,1.01
2015-09-20,1.0
2015-09-13,0.99
2015-09-06,1.09
2015-08-30,1.14
2015-08-23,1.12
2015-08-16,1.13
2015-08-09,1.09
2015-08-02,1.04
2015-07-26,1.04
2015-07-19,1.04
2015-07-12,1.06
2015-07-05,1.05
2015-06-28,1.04
2015-06-21,1.05
2015-06-14,1.02
2015-06-07,1.05
2015-05-31,1.06
2015-05-24,1.07
2015-05-17,1.08
2015-05-10,1.09
2015-05-03,1.03
2015-04-26,1.09
2015-04-19,1.08
2015-04-12,1.13
2015-04-05,1.19
2015-03-29,1.13
2015-03-22,1.09
2015-03-15,1.12
2015-03-08,1.16
2015-03-01,1.11
2015-02-22,1.09
2015-02-15,1.07
2015-02-08,1.02
2015-02-01,1.0
2015-01-25,1.15
2015-01-18,1.18
2015-01-11,1.16
2015-01-04,1.13
2015-12-27,0.98
2015-12-20,1.0
2015-12-13,1.0
2015-12-06,1.07
2015-11-29,0.99
2015-11-22,1.06
2015-11-15,0.94
2015-11-08,1.14
2015-11-01,1.02
2015-10-25,1.26
2015-10-18,1.28
2015-10-11,1.29
2015-10-04,1.1
2015-09-27,1.28
2015-09-20,1.25
2015-09-13,1.24
2015-09-06,1.21
2015-08-30,1.3
2015-08-23,1.26
2015-08-16,1.3
2015-08-09,1.28
2015-08-02,1.33
2015-07-26,1.32
2015-07-19,1.29
2015-07-12,1.23
2015-07-05,1.26
2015-06-28,1.26
2015-06-21,1.27
2015-06-14,1.22
2015-06-07,1.18
2015-05-31,1.17
2015-05-24,1.26
2015-05-17,1.18
2015-05-10,1.14
2015-05-03,1.05
2015-04-26,1.27
2015-04-19,1.19
2015-04-12,1.24
2015-04-05,1.23
2015-03-29,1.2
2015-03-22,1.13
2015-03-15,1.22
2015-03-08,1.12
2015-03-01,1.02
2015-02-22,1.14
2015-02-15,1.13
2015-02-08,0.98
2015-02-01,1.04
2015-01-25,1.19
2015-01-18,1.22
2015-01-11,1.09
2015-01-04,1.05
2015-12-27,0.92
2015-12-20,0.94
2015-12-13,0.84
2015-12-06,0.67
2015-11-29,0.91
2015-11-22,0.98
2015-11-15,0.85
2015-11-08,0.92
2015-11-01,1.01
2015-10-25,1.08
2015-10-18,1.03
2015-10-11,0.93
2015-10-04,1.11
2015-09-27,0.93
2015-09-20,1.07
2015-09-13,1.08
2015-09-06,1.02
2015-08-30,1.04
2015-08-23,1.15
2015-08-16,1.05
2015-08-09,1.03
2015-08-02,1.07
2015-07-26,1.1
2015-07-19,1.15
2015-07-12,1.1
2015-07-05,1.05
2015-06-28,1.02
2015-06-21,0.94
2015-06-14,0.87
2015-06-07,0.89
2015-05-31,0.9
2015-05-24,1.08
2015-05-17,1.02
2015-05-10,0.85
2015-05-03,0.8
2015-04-26,1.11
2015-04-19,1.04
2015-04-12,1.01
2015-04-05,1.11
2015-03-29,1.08
2015-03-22,0.96
2015-03-15,1.06
2015-03-08,0.95
2015-03-01,0.83
2015-02-22,0.92
2015-02-15,0.94
2015-02-08,0.98
2015-02-01,0.85
2015-01-25,1.02
2015-01-18,1.01
2015-01-11,0.82
2015-01-04,0.94
2015-12-27,1.05
2015-12-20,1.15
2015-12-13,1.22
2015-12-06,1.06
2015-11-29,1.05
2015-11-22,1.04
2015-11-15,0.99
2015-11-08,1.4
2015-11-01,0.97
2015-10-25,1.55
2015-10-18,1.52
2015-10-11,1.58
2015-10-04,1.04
2015-09-27,1.38
2015-09-20,1.56
2015-09-13,1.53
2015-09-06,1.54
2015-08-30,1.53
2015-08-23,1.59
2015-08-16,1.59
2015-08-09,1.56
2015-08-02,1.57
2015-07-26,1.58
2015-07-19,1.56
2015-07-12,1.39
2015-07-05,1.53
2015-06-28,1.54
2015-06-21,1.52
2015-06-14,1.51
2015-06-07,1.31
2015-05-31,1.29
2015-05-24,1.37
2015-05-17,1.32
2015-05-10,1.3
2015-05-03,1.0
2015-04-26,1.39
2015-04-19,1.23
2015-04-12,1.33
2015-04-05,1.33
2015-03-29,1.3
2015-03-22,1.19
2015-03-15,1.26
2015-03-08,1.16
2015-03-01,0.95
2015-02-22,1.23
2015-02-15,1.23
2015-02-08,0.92
2015-02-01,0.91
2015-01-25,1.21
2015-01-18,1.22
2015-01-11,1.03
2015-01-04,0.99
2015-12-27,1.09
2015-12-20,1.15
2015-12-13,1.05
2015-12-06,0.81
2015-11-29,1.17
2015-11-22,1.07
2015-11-15,0.93
2015-11-08,1.06
2015-11-01,1.14
